customer_id,customer_name,email,phone_number,country_code,channel,campaign_id,campaign_name,event_name,event_ts,bounce_classification,revenue,device,browser,city,state,campaign_start_date,campaign_end_date
CUST45621,Elizabeth Mccann,dawnwhite@hotmail.com,001-404-922-0765x5606,AE,sms,CMP003,Premium Upgrade,submission,2026-03-30 09:46:08,none,589.03,ios,firefox,South Jo,Arizona,27-03-2026,12-04-2026
CUST46285,Marc Guerra,sandovallaura@duncan-rodriguez.com,001-876-623-8766x086,AE,email,CMP004,Welcome Journey,bounced,2026-04-29 00:16:08,none,0.0,web,firefox,Erinburgh,Minnesota,19-04-2026,10-05-2026
CUST98827,Annette Mejia,brandoncardenas@gray.net,(177)956-3514,US,push,CMP003,Premium Upgrade,delivered,2026-05-02 01:02:08,soft,0.0,web,safari,New Pamelaland,Hawaii,27-04-2026,20-05-2026
CUST23940,Lisa Blankenship,michael25@yahoo.com,557.577.8151x99568,AE,sms,CMP001,Diwali Blast,clicked,2026-05-09 16:06:08,none,3284.12,android,safari,Josephhaven,Louisiana,05-05-2026,27-05-2026
CUST42728,Jordan Smith,wwagner@gmail.com,861.486.7923,US,whatsapp,CMP004,Welcome Journey,opened,2026-04-01 07:29:08,hard,0.0,ios,safari,East Alyssa,New Mexico,29-03-2026,14-04-2026
CUST29153,Steven Davis,tmejia@jarvis-jones.info,7968973364,IN,email,CMP003,Premium Upgrade,unsubscribed,2026-03-27 07:17:08,soft,0.0,ios,firefox,Morganmouth,Missouri,24-03-2026,04-04-2026
CUST36122,Vanessa Chase,burtonvalerie@mason-watson.com,+1-727-360-1262x04922,IN,sms,CMP005,Cart Recovery,clicked,2026-03-24 19:47:08,none,2290.79,ios,safari,Brianstad,California,17-03-2026,12-04-2026
CUST43240,Rebecca Bush,terrioneal@hotmail.com,001-246-086-2096x174,US,sms,CMP001,Diwali Blast,sent,2026-04-13 14:31:08,hard,0.0,web,safari,Matthewchester,Rhode Island,09-04-2026,02-05-2026
CUST66847,Jason Taylor,robert31@gmail.com,740-207-1485,AE,whatsapp,CMP004,Welcome Journey,delivered,2026-04-19 00:02:08,soft,0.0,web,edge,East Jeffrey,New Jersey,09-04-2026,30-04-2026
CUST67130,Tracy Melendez,seanmiller@robinson.com,001-255-460-9241x35030,UK,sms,CMP005,Cart Recovery,submission,2026-04-05 22:03:08,soft,3208.31,android,edge,Cartermouth,Georgia,03-04-2026,20-04-2026
CUST19469,Christopher Miller,larry66@stephens.com,001-570-848-6154,US,sms,CMP004,Welcome Journey,submission,2026-03-21 10:51:08,soft,2205.01,ios,safari,Melissastad,Tennessee,18-03-2026,08-04-2026
CUST48779,Adam Knight PhD,vburton@yahoo.com,(347)293-2510x926,UK,push,CMP003,Premium Upgrade,submission,2026-03-25 18:28:08,hard,3222.93,web,chrome,Reeveschester,North Carolina,24-03-2026,13-04-2026
CUST25557,John Potts,amanda35@rosales-bailey.com,700.380.0843,AE,push,CMP003,Premium Upgrade,opened,2026-04-02 20:07:08,none,0.0,web,chrome,New Brandon,Wyoming,27-03-2026,12-04-2026
CUST27634,William Ibarra,robertroy@yahoo.com,581-065-6731x330,SG,whatsapp,CMP003,Premium Upgrade,submission,2026-04-13 10:50:08,soft,770.78,android,edge,East Robertshire,Florida,11-04-2026,26-04-2026
CUST17165,Amanda Moreno,rita43@gamble.com,(083)772-4322,US,email,CMP001,Diwali Blast,opened,2026-03-21 12:09:08,hard,0.0,ios,chrome,Wilsonville,Ohio,12-03-2026,28-03-2026
CUST34104,Maria Smith,johnnewton@yahoo.com,001-826-612-8808x4481,UK,email,CMP005,Cart Recovery,clicked,2026-04-06 15:58:08,none,1787.09,android,chrome,Port Benjaminhaven,New Hampshire,27-03-2026,25-04-2026
CUST1693,Allison Rogers,vfletcher@hotmail.com,765.505.6985,IN,email,CMP003,Premium Upgrade,opened,2026-04-13 20:28:08,hard,0.0,web,edge,New Philipport,Hawaii,08-04-2026,26-04-2026
CUST3345,Joseph Mccann,thomasthomas@guzman.com,001-483-774-8005x688,US,email,CMP003,Premium Upgrade,sent,2026-04-27 00:28:08,hard,0.0,web,chrome,West Maryville,Illinois,23-04-2026,12-05-2026
CUST48693,Laura Rodriguez,sara79@gmail.com,001-556-354-6918,IN,whatsapp,CMP003,Premium Upgrade,sent,2026-04-19 08:25:08,hard,0.0,ios,firefox,New Sandra,Washington,14-04-2026,02-05-2026
CUST91420,Emily Robinson,shawnbrown@daniel-bass.net,(708)992-6875x4304,AE,sms,CMP005,Cart Recovery,sent,2026-03-18 06:01:08,none,0.0,android,edge,Lake Glenn,Wisconsin,09-03-2026,23-03-2026
CUST83746,Molly Farmer,gilberttammy@jones-hernandez.com,816-623-5170x931,UK,email,CMP004,Welcome Journey,bounced,2026-05-06 18:34:08,soft,0.0,web,safari,Port Briannafurt,Missouri,28-04-2026,23-05-2026
CUST63468,Christina Campbell,mguerrero@simpson.biz,217-098-0476x93840,IN,sms,CMP001,Diwali Blast,delivered,2026-05-01 18:03:08,soft,0.0,android,firefox,Amychester,Montana,22-04-2026,15-05-2026
CUST8185,Autumn Young,avilasteven@clay.biz,001-278-257-3628x44944,UK,email,CMP002,Summer Sale,clicked,2026-05-06 03:49:08,soft,641.54,android,chrome,Johnfurt,South Carolina,01-05-2026,17-05-2026
CUST60547,Joseph Burns III,graybrittany@gmail.com,+1-875-562-5443x64686,US,email,CMP001,Diwali Blast,opened,2026-03-26 14:29:08,soft,0.0,android,edge,South Jamiehaven,Washington,22-03-2026,08-04-2026
CUST31695,Michelle Gray,jonathanlee@hotmail.com,643-384-8268,SG,push,CMP003,Premium Upgrade,opened,2026-04-12 13:09:08,none,0.0,ios,edge,North Tonyachester,Nebraska,10-04-2026,19-04-2026
CUST33334,Michael Moore,mjordan@miller.biz,234-913-5363x29925,UK,sms,CMP004,Welcome Journey,delivered,2026-04-25 21:56:08,hard,0.0,ios,firefox,Downston,Illinois,24-04-2026,04-05-2026
CUST91622,Randy Hayes,theresagarcia@yahoo.com,+1-792-320-5456x4034,AE,email,CMP004,Welcome Journey,unsubscribed,2026-05-04 14:51:08,none,0.0,android,firefox,South Suzanneburgh,Maryland,27-04-2026,23-05-2026
CUST25575,Kyle Foster,alexandria99@stuart-dodson.com,(030)943-4328,IN,sms,CMP003,Premium Upgrade,delivered,2026-03-30 08:12:08,hard,0.0,ios,chrome,Stevensbury,New Hampshire,28-03-2026,08-04-2026
CUST78415,Bridget Perez,opark@yahoo.com,624.526.2882x40077,AE,email,CMP002,Summer Sale,clicked,2026-04-04 11:58:08,hard,174.08,ios,firefox,Haasport,Alabama,30-03-2026,12-04-2026
CUST97815,Katherine Robinson,wallacebrandi@yahoo.com,393.562.4254,AE,email,CMP003,Premium Upgrade,bounced,2026-03-24 21:47:08,soft,0.0,android,edge,North Theresafort,Pennsylvania,17-03-2026,02-04-2026
CUST67656,Patrick Ford,nicole22@hotmail.com,872-936-7525,US,sms,CMP002,Summer Sale,opened,2026-03-27 08:37:08,soft,0.0,android,safari,Matthewshire,Wisconsin,23-03-2026,05-04-2026
CUST88828,Judith Scott,melissaponce@brown.com,001-403-391-8769,UK,push,CMP004,Welcome Journey,submission,2026-04-20 06:41:08,none,3909.49,android,edge,New Claire,Wyoming,14-04-2026,04-05-2026
CUST21272,Tanya Fox,bautistatravis@bender-ewing.com,+1-650-985-0330,US,sms,CMP004,Welcome Journey,delivered,2026-03-27 17:15:08,soft,0.0,android,chrome,New Alanside,Oklahoma,25-03-2026,11-04-2026
CUST90103,Christy Schneider,scottmark@gmail.com,(649)905-1027x093,US,whatsapp,CMP004,Welcome Journey,submission,2026-03-24 10:52:08,none,1841.67,android,firefox,East Bobbyshire,Mississippi,18-03-2026,07-04-2026
CUST29777,Sara Walker,qwilson@farrell.net,001-929-194-9901x965,US,push,CMP004,Welcome Journey,delivered,2026-04-13 10:27:08,hard,0.0,ios,chrome,Lopezchester,California,09-04-2026,19-04-2026
CUST51395,Lori White,feliciashelton@newton.com,640.168.4072,UK,whatsapp,CMP004,Welcome Journey,clicked,2026-05-09 12:41:08,hard,427.64,ios,chrome,North Ronald,South Carolina,29-04-2026,27-05-2026
CUST69938,Nancy Sanchez,bakerjonathan@nguyen.info,+1-536-865-1856x2349,SG,whatsapp,CMP003,Premium Upgrade,sent,2026-05-14 14:39:08,hard,0.0,android,chrome,Gallegosborough,North Carolina,09-05-2026,03-06-2026
CUST89386,Ashley Dixon,scotthale@schaefer.com,398-449-5872x530,IN,push,CMP004,Welcome Journey,delivered,2026-04-21 21:43:08,soft,0.0,web,firefox,Coopershire,New Jersey,18-04-2026,28-04-2026
CUST37773,William Buckley,adam18@quinn-phillips.com,8365934498,US,email,CMP001,Diwali Blast,unsubscribed,2026-04-06 00:37:08,hard,0.0,android,edge,North Grantmouth,North Dakota,31-03-2026,25-04-2026
CUST84130,Jonathan Smith,ricardoreynolds@hotmail.com,500.514.3056x30783,IN,email,CMP004,Welcome Journey,sent,2026-03-19 22:06:08,none,0.0,android,firefox,East Debrashire,Vermont,09-03-2026,29-03-2026
CUST59346,Stephanie White,rogerscharles@smith.com,+1-905-336-4930x593,SG,email,CMP001,Diwali Blast,unsubscribed,2026-03-20 11:31:08,none,0.0,web,edge,Matthewfort,Maryland,10-03-2026,25-03-2026
CUST27213,David Simon,timothysmith@gmail.com,(183)388-8095x359,SG,push,CMP003,Premium Upgrade,clicked,2026-03-20 04:24:08,none,498.94,web,chrome,South Andrea,Alabama,13-03-2026,30-03-2026
CUST32544,Austin Price,jasmineholt@yahoo.com,(576)332-1601x747,SG,push,CMP005,Cart Recovery,sent,2026-04-05 15:05:08,hard,0.0,ios,safari,Silvaberg,Maine,04-04-2026,21-04-2026
CUST98858,Jesse Lucas,murilloshari@gmail.com,+1-974-183-8654,AE,push,CMP004,Welcome Journey,clicked,2026-04-26 11:13:08,soft,1196.68,web,firefox,Williamston,Maine,24-04-2026,14-05-2026
CUST72937,Anna Murphy,kristen30@yahoo.com,(739)324-3377x64342,AE,sms,CMP001,Diwali Blast,delivered,2026-04-21 18:53:08,soft,0.0,web,safari,Lake Alexandra,Delaware,14-04-2026,30-04-2026
CUST6328,James Donaldson,michael71@yahoo.com,+1-996-709-7468x8867,IN,push,CMP002,Summer Sale,opened,2026-03-20 13:47:08,none,0.0,web,firefox,Carrhaven,Louisiana,18-03-2026,06-04-2026
CUST45407,Krista Duncan,xjohnson@yahoo.com,001-580-748-8264x5622,IN,whatsapp,CMP003,Premium Upgrade,sent,2026-05-07 19:19:08,none,0.0,ios,edge,Williamstown,Kentucky,01-05-2026,16-05-2026
CUST17157,Alexandra Weaver,mark50@mack.com,043-255-2359x6459,AE,sms,CMP003,Premium Upgrade,submission,2026-04-21 06:58:08,none,2185.68,android,firefox,Parksville,Kansas,16-04-2026,02-05-2026
CUST10168,Jason Austin,juliadixon@gmail.com,+1-977-355-5975x02671,SG,push,CMP004,Welcome Journey,opened,2026-04-08 19:45:08,none,0.0,android,safari,Aprilstad,California,04-04-2026,20-04-2026
CUST95046,Barbara Mcneil,michael95@myers-aguilar.com,+1-564-946-9352x3874,US,push,CMP002,Summer Sale,submission,2026-05-13 08:44:08,none,1568.08,ios,firefox,Hammondbury,Colorado,12-05-2026,27-05-2026
CUST53050,Arthur Williams,zguzman@hotmail.com,001-477-951-0984x470,SG,whatsapp,CMP003,Premium Upgrade,submission,2026-04-17 17:35:08,hard,4919.05,web,safari,North Williamtown,Idaho,13-04-2026,02-05-2026
CUST93070,Jeffrey Compton,jeremyschneider@young-hanson.biz,001-975-178-4961x501,UK,email,CMP001,Diwali Blast,delivered,2026-04-08 04:11:08,soft,0.0,web,firefox,South Amandaville,Pennsylvania,02-04-2026,21-04-2026
CUST86538,Tanya Foley,lowemichael@nelson.com,(116)030-3902,IN,push,CMP001,Diwali Blast,clicked,2026-04-26 09:32:08,none,75.78,ios,chrome,Brittanytown,Oklahoma,21-04-2026,13-05-2026
CUST76854,Vicki Rodgers,rebeccajackson@schultz-maldonado.com,374-447-1507x0917,AE,push,CMP004,Welcome Journey,submission,2026-04-11 18:54:08,hard,3851.66,web,firefox,New Jamieville,Tennessee,07-04-2026,18-04-2026
CUST72503,Jeffrey Cook,gravesjeffery@ruiz.net,(622)146-4000x459,US,email,CMP005,Cart Recovery,sent,2026-04-12 02:42:08,none,0.0,android,firefox,Jeffland,New Hampshire,08-04-2026,21-04-2026
CUST95034,Matthew Davis,torressusan@gmail.com,+1-688-646-3308x90616,AE,sms,CMP005,Cart Recovery,opened,2026-04-28 23:39:08,soft,0.0,android,firefox,North Markstad,Idaho,23-04-2026,07-05-2026
CUST16948,William May,christian28@yahoo.com,+1-254-394-2148x06967,UK,push,CMP002,Summer Sale,sent,2026-05-09 17:47:08,hard,0.0,android,chrome,South Meganshire,Washington,30-04-2026,15-05-2026
CUST65376,Roger Chambers,douglasreyes@hotmail.com,552.946.2351x5671,AE,email,CMP001,Diwali Blast,sent,2026-04-01 16:30:08,soft,0.0,ios,safari,Port Jason,Connecticut,26-03-2026,06-04-2026
CUST94286,Tracy Smith,markalvarado@yahoo.com,689.470.6783x432,US,whatsapp,CMP004,Welcome Journey,opened,2026-04-27 19:34:08,soft,0.0,web,chrome,Brownview,Montana,18-04-2026,11-05-2026
CUST87668,Corey Day,anne90@barton-perez.com,(260)559-6997x88879,UK,push,CMP005,Cart Recovery,sent,2026-04-15 16:40:08,hard,0.0,android,firefox,North Taylorton,Texas,08-04-2026,25-04-2026
CUST52822,Nicole Weiss,phillip24@nicholson.info,0626068634,UK,whatsapp,CMP003,Premium Upgrade,submission,2026-04-11 17:32:08,hard,4702.23,android,chrome,Christopherborough,Ohio,09-04-2026,28-04-2026
CUST26781,Christopher Kirk,lsilva@hotmail.com,(091)065-1642x2301,US,sms,CMP005,Cart Recovery,sent,2026-03-18 22:56:08,none,0.0,web,chrome,New Nicole,Idaho,10-03-2026,07-04-2026
CUST43420,Kristen Russell,lkeller@martinez.com,(076)921-1007,AE,whatsapp,CMP005,Cart Recovery,clicked,2026-03-25 02:56:08,hard,3592.16,android,chrome,East Johnbury,South Dakota,15-03-2026,31-03-2026
CUST45368,Stephanie Medina,stephanie66@wilson-clements.info,001-450-599-0010x01471,SG,email,CMP002,Summer Sale,sent,2026-04-10 04:00:08,hard,0.0,android,firefox,Stevenbury,Pennsylvania,01-04-2026,20-04-2026
CUST14413,Alexander Jones,gmiller@porter-martin.org,4690793464,IN,sms,CMP005,Cart Recovery,delivered,2026-03-16 05:02:08,soft,0.0,android,edge,Port Amychester,California,10-03-2026,28-03-2026
CUST63266,Jonathan Ramsey,sarahsmith@fisher-mullins.com,832-858-0519,IN,email,CMP001,Diwali Blast,delivered,2026-05-03 06:19:08,none,0.0,web,safari,Oneillview,Connecticut,26-04-2026,16-05-2026
CUST61419,Ann Baker,brandyrodriguez@gmail.com,+1-731-684-6321x3128,US,email,CMP004,Welcome Journey,sent,2026-04-15 02:48:08,soft,0.0,android,edge,Ellismouth,New Jersey,12-04-2026,27-04-2026
CUST24739,Shannon Nichols,jeff25@gmail.com,854.236.2023x79193,SG,email,CMP004,Welcome Journey,opened,2026-04-02 21:43:08,hard,0.0,web,firefox,East Kyleborough,Virginia,30-03-2026,10-04-2026
CUST96839,Ashley Acosta,kendra31@ross-valdez.org,001-467-637-4225x736,IN,sms,CMP005,Cart Recovery,opened,2026-04-10 00:17:08,none,0.0,ios,safari,Alexandraville,Utah,07-04-2026,25-04-2026
CUST52205,Jeffery Robles,mezaraymond@yahoo.com,(562)633-6132x471,IN,push,CMP005,Cart Recovery,clicked,2026-04-08 20:04:08,none,2493.33,android,chrome,Port Kristina,North Dakota,31-03-2026,21-04-2026
CUST30123,Jeanne Blanchard,steven28@marshall-price.info,451-279-4715x7540,IN,email,CMP003,Premium Upgrade,delivered,2026-04-28 13:07:08,soft,0.0,ios,edge,New Brandyshire,Alabama,27-04-2026,11-05-2026
CUST32183,Lisa Martinez,matthew11@hotmail.com,467-394-9850,IN,email,CMP005,Cart Recovery,delivered,2026-03-18 03:46:08,none,0.0,ios,safari,South Melissa,Utah,08-03-2026,25-03-2026
CUST13040,Kimberly Miller,rcantrell@miller.com,+1-252-731-8881,AE,email,CMP004,Welcome Journey,unsubscribed,2026-03-31 21:53:08,hard,0.0,android,safari,New Erica,Arizona,29-03-2026,16-04-2026
CUST13973,Brandi Wallace,richard13@yahoo.com,(290)487-2638x4173,IN,push,CMP004,Welcome Journey,delivered,2026-03-24 06:26:08,hard,0.0,android,firefox,New Jeffreyberg,New Mexico,23-03-2026,07-04-2026
CUST74037,Kyle Foley,cynthiabarnes@hotmail.com,785-740-0382,UK,sms,CMP004,Welcome Journey,opened,2026-03-25 12:46:08,none,0.0,android,firefox,New Eduardotown,Missouri,15-03-2026,02-04-2026
CUST67313,Tammy Spence,morenolauren@bowers.biz,533.836.9415x606,AE,sms,CMP005,Cart Recovery,opened,2026-05-08 01:06:08,soft,0.0,web,edge,Brianchester,New Hampshire,03-05-2026,23-05-2026
CUST73815,Eric Hernandez,syoung@jackson.com,(662)597-6777x90319,IN,email,CMP002,Summer Sale,clicked,2026-04-26 17:00:08,hard,4796.31,web,edge,Donnaland,New Hampshire,25-04-2026,14-05-2026
CUST23918,Elizabeth Harris,zjohnson@armstrong.com,+1-280-048-2082x670,UK,whatsapp,CMP005,Cart Recovery,sent,2026-03-16 16:50:08,hard,0.0,ios,chrome,Ramosmouth,Alabama,12-03-2026,02-04-2026
CUST60803,Jonathan Lee,ashleyfowler@wilson.com,+1-470-309-4371,US,sms,CMP003,Premium Upgrade,sent,2026-04-13 07:02:08,hard,0.0,ios,firefox,New Cameron,North Dakota,11-04-2026,01-05-2026
CUST19239,John Swanson,romerojared@hotmail.com,047-301-6902x31070,US,email,CMP001,Diwali Blast,clicked,2026-05-04 08:40:08,hard,2541.03,ios,firefox,Lake Thomas,Maine,03-05-2026,23-05-2026
CUST64435,Karen Brooks,mrobinson@yahoo.com,976-586-1913x51912,UK,push,CMP001,Diwali Blast,delivered,2026-03-30 23:11:08,hard,0.0,web,chrome,North David,Minnesota,28-03-2026,13-04-2026
CUST54178,Daniel Mendoza,mooresheila@hotmail.com,(616)553-4205,US,whatsapp,CMP004,Welcome Journey,clicked,2026-03-26 02:28:08,hard,1963.54,ios,safari,Robinsonburgh,Wyoming,16-03-2026,12-04-2026
CUST25886,Amy Coffey,xjohnson@vargas.com,678-037-8639x032,IN,email,CMP005,Cart Recovery,bounced,2026-05-14 16:46:08,none,0.0,web,chrome,North Feliciaton,Pennsylvania,11-05-2026,21-05-2026
CUST58581,Marissa Coleman,tamara71@cole.com,554-373-6066x8851,UK,sms,CMP005,Cart Recovery,sent,2026-03-18 05:10:08,soft,0.0,android,firefox,Harperbury,Oklahoma,16-03-2026,03-04-2026
CUST22441,Mary Doyle,nicholaslin@castro.com,494-828-9045,SG,email,CMP005,Cart Recovery,sent,2026-04-14 15:34:08,hard,0.0,web,firefox,Wadeton,Colorado,07-04-2026,29-04-2026
CUST49394,Mason Harper,tchen@yahoo.com,112-602-0882x626,UK,email,CMP002,Summer Sale,delivered,2026-04-21 09:08:08,hard,0.0,android,safari,South Victoriafort,Georgia,13-04-2026,03-05-2026
CUST67290,Nathaniel Thomas,sanchezmelissa@yahoo.com,(335)237-0510x3770,UK,push,CMP002,Summer Sale,clicked,2026-04-24 18:13:08,soft,1934.51,web,edge,Port Markshire,Indiana,23-04-2026,29-04-2026
CUST83025,Diana Palmer,zmartin@blevins-parker.com,146-095-0412,US,push,CMP003,Premium Upgrade,sent,2026-05-10 02:12:08,soft,0.0,android,safari,Samuelmouth,Nevada,05-05-2026,25-05-2026
CUST61128,Roberto Rodriguez,johnsondebra@green.org,001-545-414-3164x063,US,push,CMP002,Summer Sale,delivered,2026-05-12 22:56:08,hard,0.0,android,safari,New Howardmouth,Vermont,02-05-2026,22-05-2026
CUST17568,Jason Burns,carterrebecca@hotmail.com,258-546-0742x0168,IN,email,CMP003,Premium Upgrade,clicked,2026-04-01 23:10:08,soft,389.51,web,chrome,Lake Josephshire,Utah,30-03-2026,12-04-2026
CUST73202,Dr. Clarence Kennedy,lauragonzalez@hotmail.com,424-021-4084x2770,AE,whatsapp,CMP002,Summer Sale,sent,2026-05-13 05:39:08,none,0.0,ios,chrome,Gonzalezmouth,Nebraska,03-05-2026,27-05-2026
CUST39595,Spencer Ryan,kristinelong@gmail.com,043-262-5880,AE,push,CMP005,Cart Recovery,clicked,2026-05-01 01:49:08,hard,2883.51,ios,firefox,North Justinshire,Pennsylvania,23-04-2026,07-05-2026
CUST72909,Reginald Harrison,sarahschmidt@hotmail.com,001-046-102-9869x08805,AE,whatsapp,CMP003,Premium Upgrade,sent,2026-03-29 01:02:08,hard,0.0,android,safari,Lake Cristiantown,Tennessee,19-03-2026,05-04-2026
CUST19101,Jasmin Hurley,xjohnson@cline.com,(826)962-4935,IN,push,CMP003,Premium Upgrade,sent,2026-04-17 21:38:08,soft,0.0,android,chrome,New Jennifer,Utah,11-04-2026,07-05-2026
CUST29605,Andrea Alvarez,beth07@mckay.com,001-769-820-1764x40755,AE,email,CMP004,Welcome Journey,unsubscribed,2026-03-17 17:22:08,soft,0.0,web,chrome,Grayshire,Rhode Island,10-03-2026,05-04-2026
CUST41333,Michael Mcdonald,gilbertelijah@hotmail.com,(361)551-2543x52074,AE,email,CMP003,Premium Upgrade,opened,2026-04-07 18:10:08,soft,0.0,android,firefox,East Martinside,Nevada,30-03-2026,20-04-2026
CUST95255,Melissa Hall,christine95@gmail.com,5410619356,US,email,CMP003,Premium Upgrade,opened,2026-05-06 23:32:08,hard,0.0,ios,firefox,Davidsonbury,Florida,05-05-2026,15-05-2026
CUST52542,Ashley Vasquez,thompsonchristopher@gmail.com,151-184-4098,US,sms,CMP004,Welcome Journey,sent,2026-04-29 18:13:08,soft,0.0,android,firefox,Juanside,Florida,20-04-2026,19-05-2026
CUST21224,Donald Adams,andrew23@hotmail.com,771.123.5716,AE,push,CMP001,Diwali Blast,clicked,2026-04-30 11:17:08,none,3010.42,web,safari,Powersland,Delaware,28-04-2026,09-05-2026
CUST73769,Brian Clements,hernandezjacqueline@howell.biz,1532982058,UK,sms,CMP005,Cart Recovery,clicked,2026-04-08 04:03:08,hard,1451.35,android,edge,East Pamelahaven,Idaho,30-03-2026,22-04-2026
CUST38417,Melissa Schultz,avilatina@gmail.com,001-799-588-4240,IN,push,CMP005,Cart Recovery,sent,2026-04-27 18:51:08,soft,0.0,ios,edge,Jasonville,Arkansas,19-04-2026,08-05-2026
CUST50747,Savannah Chung,rodriguezkaren@gmail.com,+1-019-582-0393x7428,IN,push,CMP002,Summer Sale,clicked,2026-04-16 05:27:08,soft,362.99,web,chrome,Thomasfort,Arkansas,08-04-2026,03-05-2026
CUST33651,Kristine Taylor,wrightshane@hotmail.com,067-424-0675,AE,sms,CMP001,Diwali Blast,delivered,2026-04-21 16:47:08,none,0.0,web,safari,West Cassandra,Alabama,14-04-2026,07-05-2026
CUST33842,Courtney Randall,oharris@gmail.com,703-258-2630x919,AE,email,CMP001,Diwali Blast,unsubscribed,2026-05-12 00:14:08,hard,0.0,ios,edge,Lewisburgh,Ohio,03-05-2026,28-05-2026
CUST46647,Barbara Lyons,ofarmer@yahoo.com,360-747-8641x17369,US,whatsapp,CMP004,Welcome Journey,sent,2026-04-25 12:23:08,none,0.0,web,safari,South Lisa,Arkansas,16-04-2026,05-05-2026
CUST35325,Danielle Guzman,mmcclure@yahoo.com,(077)665-4393,IN,sms,CMP001,Diwali Blast,sent,2026-03-24 22:04:08,soft,0.0,android,edge,East Monicashire,Nevada,18-03-2026,01-04-2026
CUST42656,Kevin Torres,natasha49@hotmail.com,+1-827-530-1714x883,AE,push,CMP003,Premium Upgrade,submission,2026-04-08 03:00:08,none,3277.71,android,edge,South Jimfurt,Alabama,07-04-2026,28-04-2026
CUST25503,Dr. Anthony Frank,rvillarreal@gmail.com,001-896-617-6521,SG,email,CMP001,Diwali Blast,bounced,2026-05-04 17:34:08,none,0.0,web,chrome,West Michael,California,30-04-2026,15-05-2026
CUST38229,Sandra Barker,tsmith@garcia-lawrence.com,(629)673-4019x7800,IN,sms,CMP001,Diwali Blast,delivered,2026-04-19 05:48:08,soft,0.0,android,safari,Palmerchester,Maine,12-04-2026,30-04-2026
CUST43701,Derek Patel,tony48@gmail.com,951-225-5797x191,US,email,CMP005,Cart Recovery,delivered,2026-04-07 05:47:08,hard,0.0,web,safari,Tannertown,New Jersey,28-03-2026,21-04-2026
CUST93593,Logan Robinson,josephcole@gmail.com,+1-451-877-2006,UK,whatsapp,CMP001,Diwali Blast,delivered,2026-04-01 17:44:08,soft,0.0,ios,edge,South Deborahfort,Virginia,23-03-2026,09-04-2026
CUST54784,David Watts,william22@yahoo.com,(025)418-1347,IN,whatsapp,CMP001,Diwali Blast,clicked,2026-05-05 13:29:08,hard,1972.64,android,chrome,North Amy,Oklahoma,03-05-2026,17-05-2026
CUST1518,Sara Sanchez,ievans@contreras.com,(635)316-8002,SG,push,CMP001,Diwali Blast,opened,2026-05-04 22:18:08,none,0.0,web,safari,Jameschester,Alaska,01-05-2026,11-05-2026
CUST32044,Katrina Williams,timothy58@yahoo.com,347.843.5578,SG,push,CMP005,Cart Recovery,clicked,2026-04-04 09:00:08,soft,2256.55,web,firefox,North Michael,Tennessee,01-04-2026,16-04-2026
CUST2153,Sarah Pittman,kimberly42@gomez.com,929.880.1965x687,AE,email,CMP002,Summer Sale,clicked,2026-04-20 19:22:08,hard,245.37,android,firefox,Lake Carlosfurt,New York,17-04-2026,07-05-2026
CUST19893,Zachary Garcia,rrodriguez@lee.net,694-896-1009x0747,US,push,CMP001,Diwali Blast,clicked,2026-03-22 03:55:08,soft,288.22,ios,firefox,Diazborough,Virginia,20-03-2026,28-03-2026
CUST18406,Crystal Carter,gwyatt@harrison.net,8610091638,US,push,CMP001,Diwali Blast,submission,2026-03-27 04:40:08,none,4063.78,android,safari,Amandaberg,Florida,24-03-2026,09-04-2026
CUST34263,Tara Hernandez,spencermontgomery@gmail.com,(944)744-9368x430,AE,whatsapp,CMP003,Premium Upgrade,sent,2026-03-21 04:06:08,none,0.0,ios,safari,Clarkton,Florida,15-03-2026,08-04-2026
CUST97797,Denise Dixon,vegajohn@hotmail.com,136.951.0632x03242,IN,whatsapp,CMP002,Summer Sale,opened,2026-04-19 22:15:08,hard,0.0,android,safari,Burtonland,Colorado,14-04-2026,24-04-2026
CUST25791,John Hull,jmiller@yahoo.com,+1-026-179-5975x4968,IN,email,CMP003,Premium Upgrade,sent,2026-04-08 03:33:08,hard,0.0,web,safari,Chadshire,Illinois,05-04-2026,18-04-2026
CUST98789,Erik Brown,fdudley@yahoo.com,001-199-373-6505x8130,UK,email,CMP003,Premium Upgrade,delivered,2026-04-13 19:57:08,soft,0.0,web,edge,East Aliciafort,Vermont,12-04-2026,22-04-2026
CUST39027,Alexis Garner,cynthiabradley@rodriguez.com,257.662.5705x33966,US,email,CMP004,Welcome Journey,clicked,2026-03-29 12:30:08,hard,3452.21,ios,chrome,Fletcherborough,Arkansas,21-03-2026,18-04-2026
CUST35860,Karen Russell,wbrooks@yahoo.com,+1-990-337-5860x318,US,sms,CMP001,Diwali Blast,sent,2026-03-20 05:49:08,hard,0.0,ios,edge,Hendersonberg,Nebraska,19-03-2026,02-04-2026
CUST71096,Joshua Schmidt,anna46@jones-hall.biz,001-663-284-3445x70956,US,push,CMP004,Welcome Journey,sent,2026-03-28 07:18:08,none,0.0,android,safari,Thomasshire,Kansas,26-03-2026,08-04-2026
CUST34687,Heather Thomas,jennythornton@hotmail.com,+1-262-324-8092x461,UK,email,CMP005,Cart Recovery,opened,2026-04-08 21:41:08,hard,0.0,android,firefox,Lake Nicole,Pennsylvania,02-04-2026,15-04-2026
